ddd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
121,0.334274636,0,0,0,0,0,0,0,0,0,0,0,0.285097183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179460279,0,0.748837513,0,0,0,0,0,0,0,0,0,0,0,0.179460279,0,0,0.374418756,0.285097183,0,0,0,0.179460279,0,0,0,0,0,0.179460279,0,0.179460279,0.179460279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334274636,0,0,0.179460279,0,0,0,0.179460279,0,0,0.179460279,0,0,0,0.179460279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179460279,0,0,0,0,0,0,0,0,0.179460279,0,0,0,0,0,0,0.179460279,0,0.179460279,0,0,0,0,0,0,0,0,0.179460279,0,0,0,0,0,0,0,0,0,0,0.179460279,0,0,0,0,0.430774395,0,0,0,0,0,0.179460279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374418756,0,0.179460279,0,0,0
122,0.499332436,0,0,0.180912283,0,0,0.11800552,0.11800552,0.476765149,0.215996659,0,0.495567393,0.180912283,0.214613145,0.11800552,0.11800552,0.465406948,0,0,0.11800552,0,0.11800552,0,0.11800552,0.11800552,0,0,0.527556912,0.11800552,0.465406948,0,0,0,0,0.11800552,0.428493547,0,0.11800552,0.480134283,0,0.11800552,0.11800552,0,0,0,0.180912283,0.11800552,0,0.214241853,0.11800552,0,0.513086917,0.11800552,0.441375234,0.46341205,0.180912283,0,0.11800552,0,0,0,0,0.11800552,0.180912283,0,0.215996659,0.428493547,0.11800552,0,0.180912283,0.180912283,0.495567393,0.428493547,0.180912283,0.215996659,0.11800552,0,0.688114341,0.465119311,0.465119311,0,0.214291796,0.180912283,0.11800552,0.11800552,0.11800552,0,0,0.566986206,0,0,0,0.509423541,0,0.11800552,0.180912283,0,0.11800552,0.566773613,0,0.11800552,0.554570153,0.180912283,0,0,0,0,0,0.510923128,0.11800552,0,0.11800552,0,0,0.11800552,0,0.180912283,0,0.180912283,0.554570153,0.11800552,0,0,0.214291796,0.215996659,0.554570153,0.11800552,0.180912283,0.180912283,0.180912283,0,0.215996659,0.11800552,0,0,0,0,0,0.215996659,0.215996659,0,0,0,0,0,0.11800552,0.11800552,0,0,0.11800552,0,0,0,0.180912283,0,0.180912283,0,0,0,0.509423541,0,0,0.180912283,0.495567393,0.11800552,0.11800552,0.215996659,0.11800552,0.11800552,0.499332436,0,0.180912283,0.215996659,0.11800552,0.180912283,0.11800552,0,0,0.510058788,0,0,0,0.465406948,0.527556912,0.581174781,0,0.478668321,0.496961833,0.11800552,0.180912283,0.180912283,0,0.180912283,0,0.11800552,0.180912283,0.11800552,0,0.21510608,0
123,0.037784644,0.037784644,0.037784644,0.037784644,0,0.037784644,0.037784644,0,0.037784644,0,0,0,0,0,0,0.037784644,0,0.037784644,0.261368467,0,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0.260773723,0.258622884,0,0,0,0.420635279,0.493244845,0.037784644,0.037784644,0.037784644,0.037784644,0.336099322,0,0.390592401,0,0,0.037784644,0.037784644,0,0,0.037784644,0.261129492,0.037784644,0.336843977,0,0.037784644,0.037784644,0,0.336843977,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0,0.037784644,0.037784644,0,0,0,0,0.037784644,0.037784644,0,0.334718069,0.336655939,0.037784644,0,0,0,0,0,0,0.037784644,0,0,0.037784644,0.336374275,0.037784644,0.037784644,0.037784644,0.037784644,0,0.037784644,0,0.037784644,0.037784644,0.258622884,0.037784644,0.037784644,0.037784644,0.527542384,0,0,0.037784644,0.037784644,0,0.037784644,0.037784644,0,0,0.037784644,0.037784644,0,0.421014708,0,0,0.037784644,0.037784644,0,0.037784644,0.037784644,0.037784644,0.037784644,0,0.261368467,0.037784644,0.037784644,0,0,0.392009697,0,0,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0,0,0.037784644,0.258622884,0,0,0,0,0.037784644,0.258622884,0.037784644,0.58637777,0.037784644,0.037784644,0.037784644,0,0.392415727,0,0,0.037784644,0,0.037784644,0.334718069,0.037784644,0.037784644,0.037784644,0,0,0,0.037784644,0.037784644,0.037784644,0,0.037784644,0.037784644,0.037784644,0,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0,0.037784644,0.037784644,0,0.037784644,0.037784644,0.261224033,0,0.461001698,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0.037784644,0,0,0.260773723,0.392415727,0.037784644,0.037784644,0
124,0.318617275,0.14628853,0.035483459,0.107455416,0,0.146336798,0.075203323,0.066886059,0.461999791,0.260238857,0,0.280889824,0.17512916,0.447844666,0.066886059,0.075715393,0.312431248,0.035483459,0.181384868,0.066886059,0.035483459,0.075715393,0.035483459,0.075332759,0.326671627,0.14598381,0.233844158,0.300657498,0.066886059,0.263794749,0,0,0.433219771,0.144145102,0.159804667,0.245450437,0.035483459,0.075332759,0.326372545,0,0.066886059,0.066886059,0.231136354,0.268878014,0.180239776,0.17512916,0.066886059,0.035483459,0.214857374,0.075203323,0.146336798,0.290819969,0.19332412,0.252672195,0.262664031,0.108507677,0.035483459,0.075203323,0.035483459,0.035483459,0.035483459,0.177880281,0.242995452,0.108507677,0.225776991,0.122427877,0.242872067,0.235476102,0.035483459,0.108069645,0.102541895,0.312696941,0.41198641,0.320551014,0.187467244,0.066886059,0.231136354,0.390026299,0.263631715,0.442544913,0.146336798,0.296978225,0.102541895,0.350234424,0.074533501,0.242658601,0.146336798,0.035483459,0.368020127,0,0.035483459,0.141969654,0.321691746,0.181080546,0.066886059,0.108069645,0.2280499,0.16057146,0.349778977,0,0.066886059,0.316329289,0.108069645,0,0.035483459,0.035483459,0.141969654,0,0.448932818,0.342021918,0,0.400616818,0,0,0.075715393,0.035483459,0.102541895,0.181384868,0.108507677,0.316329289,0.07540276,0,0.34868039,0.126402098,0.127073869,0.314332854,0.066886059,0.107455416,0.251444075,0.102541895,0.351725621,0.218835681,0.073002779,0.035483459,0.180656429,0,0,0.035483459,0.260238857,0.315862215,0.288149479,0.271255225,0,0.035483459,0.141969654,0.242658601,0.332665435,0.035483459,0.146336798,0.075332759,0,0.035483459,0,0.311036364,0.146114516,0.102541895,0.146336798,0,0.035483459,0.432832678,0.035483459,0,0.17512916,0.280889824,0.075715393,0.310716908,0.125985002,0.066886059,0.075715393,0.28512243,0.481666543,0.252861334,0.126512588,0.075715393,0.108507677,0.075715393,0.035483459,0,0.412942661,0.035483459,0,0.228548301,0.458493873,0.352136144,0.435891863,0.273060739,0.324195787,0.407676534,0.074978903,0.108507677,0.254486742,0.233844158,0.205671012,0,0.066886059,0.307800131,0.476900622,0.19108272,0.126413716,0
125,0.287346655,0.059128324,0.059128324,0.059128324,0,0.059128324,0.263853809,0,0.059128324,0,0.159626613,0.281521504,0,0.159626613,0,0.059128324,0,0.059128324,0.170225774,0,0.059128324,0.059128324,0.059128324,0.059128324,0.284416341,0.059128324,0.059128324,0.059128324,0.281521504,0.281521504,0.159626613,0,0.168417048,0.059128324,0.059128324,0.170225774,0.059128324,0.170225774,0.167450264,0.257282936,0.159626613,0,0,0.059128324,0.059128324,0.719529017,0.281521504,0.167450264,0.169468901,0.059128324,0.170225774,0.323627893,0.287663894,0.059128324,0,0.059128324,0.059128324,0.059128324,0.059128324,0.600976414,0.059128324,0,0.059128324,0.059128324,0.159626613,0,0,0,0.059128324,0.287151024,0,0,0.059128324,0.328528989,0,0.204575136,0,0.281521504,0,0.159626613,0.059128324,0,0,0.285018182,0.059128324,0.212812888,0.059128324,0.059128324,0.165832304,0,0.059128324,0,0.169716466,0.059128324,0.159626613,0.059128324,0.163975289,0.059128324,0.281521504,0,0.281521504,0.059128324,0.212295962,0,0.059128324,0.059128324,0,0,0.059128324,0.059128324,0,0.287663894,0,0,0.059128324,0.059128324,0,0.167450264,0.059128324,0.059128324,0.059128324,0.159626613,0.287663894,0.16970355,0.059128324,0.259483413,0.159626613,0.059128324,0.204575136,0,0.264203278,0.059128324,0.059128324,0.059128324,0.059128324,0.159626613,0.34800193,0.059128324,0,0,0.576364325,0.281521504,0,0.059128324,0,0.17006585,0.170225774,0.059128324,0.059128324,0.059128324,0,0.059128324,0,0.281521504,0.059128324,0,0.170225774,0,0.059128324,0.059128324,0.170225774,0,0,0,0.059128324,0.059128324,0.059128324,0.281521504,0.059128324,0.059128324,0.212948691,0.259483413,0.3749927,0.261845862,0.170225774,0.374540335,0.257440015,0,0.59838133,0.059128324,0,0.26390218,0.286399218,0.287663894,0,0.17006585,0.326510563,0.660492108,0.326061782,0.059128324,0.285678369,0.059128324,0.16453574,0,0.772642455,0.059128324,0.287346655,0.059128324,0.059128324,0.159626613
126,0,0.149626287,0,0.149626287,0,0,0,0,0.323337026,0,0,0,0,0.149626287,0,0,0,0.571860909,0,0,0,0.149626287,0.149626287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149626287,0,0.497047766,0,0.149626287,0,0,0,0,0,0,0,0,0,0,0.149626287,0,0.446090757,0,0,0,0,0,0,0,0,0,0.149626287,0.149626287,0.149626287,0,0,0,0,0.347421479,0,0,0,0,0,0,0,0,0.149626287,0.149626287,0,0,0,0,0,0,0,0,0,0.149626287,0,0,0,0,0,0.149626287,0,0.149626287,0,0,0,0.149626287,0,0,0,0,0,0,0,0.149626287,0,0.149626287,0,0,0.323337026,0,0.323337026,0,0,0.149626287,0,0,0.149626287,0,0.149626287,0,0,0,0,0,0.149626287,0.149626287,0,0,0,0,0,0,0,0,0,0,0.149626287,0.149626287,0,0,0,0,0,0,0,0,0,0.347421479,0,0,0,0,0,0,0,0.149626287,0,0.347421479,0.347421479,0,0,0,0,0,0.149626287,0,0,0,0,0.422234622,0,0,0,0.149626287,0,0,0,0,0,0,0.497047766,0,0,0,0.422234622,0.422234622
127,0,0.347960171,0.205732688,0,0.471741757,0.474255723,0,0.495715335,0,0,0,0.353603503,0,0,0.216310126,0,0,0,0,0,0.108155063,0.241842073,0.17572505,0.269087534,0.284223664,0,0,0.368156923,0.367160111,0.284223664,0,0.521937147,0.205732688,0.205732688,0,0.38168398,0.108155063,0,0,0,0,0,0,0.248939719,0.364144109,0,0.140160783,0,0.228828048,0.108155063,0.302703252,0,0,0.269381808,0.232429465,0,0,0,0,0.205732688,0.108155063,0.304106246,0.495715335,0.205732688,0,0,0.140160783,0,0,0,0,0.369774194,0.241842073,0.108155063,0.284223664,0,0.108155063,0.353603503,0,0,0.108155063,0.302703252,0.284223664,0.108155063,0.23087069,0.140160783,0.140160783,0.108155063,0.232429465,0.140160783,0.367160111,0.50551648,0.353603503,0.425176685,0.304106246,0,0,0.17572505,0,0,0.34219747,0.108155063,0,0.216310126,0,0.205732688,0.140160783,0.140160783,0,0.140160783,0.253182014,0.140160783,0.284223664,0,0.469228482,0,0.257750103,0.257750103,0.108155063,0.227030618,0.140160783,0,0.108155063,0,0,0,0,0.232429465,0,0,0.276742965,0.216310126,0,0.205732688,0,0,0,0,0,0.205732688,0,0,0.284223664,0.170998592,0.236441907,0,0,0,0.257750103,0.418007097,0.350868964,0,0.284223664,0,0.249190666,0.284223664,0.387610644,0.367160111,0.17572505,0.412036509,0,0,0.108155063,0.438692673,0,0.284223664,0.484162451,0.108155063,0.416249564,0,0,0,0.495715335,0,0,0.205732688,0,0,0.284223664,0.140160783,0.108155063,0,0,0.45367227,0.554300318,0,0.348394431,0.284223664,0,0.357173853,0.140160783,0.140160783,0.205732688,0,0,0.205732688,0,0.36603981,0,0
128,0,0.401241762,0,0,0,0.10628692,0,0,0,0,0,0.503573833,0,0.10628692,0.10628692,0,0,0,0,0,0,0,0,0,0,0,0.304288768,0,0,0,0,0.10628692,0,0,0.10628692,0.304288768,0,0.401241762,0,0,0,0,0.10628692,0,0,0,0.10628692,0,0.10628692,0.10628692,0,0.10628692,0,0.10628692,0.10628692,0.10628692,0,0.10628692,0.10628692,0.10628692,0,0,0.10628692,0,0,0,0,0,0,0.10628692,0,0,0.10628692,0,0,0,0,0,0,0,0,0.10628692,0,0,0,0,0,0,0,0,0.10628692,0.401241762,0,0,0,0,0,0,0,0,0.10628692,0.304288768,0,0,0,0,0,0,0.10628692,0,0.10628692,0,0.10628692,0,0,0,0,0.10628692,0,0.10628692,0,0.10628692,0,0.304288768,0,0,0.10628692,0,0,0,0.10628692,0,0,0,0.304288768,0,0,0,0,0.10628692,0,0,0,0,0.10628692,0,0.606265818,0,0,0.10628692,0,0,0,0,0.10628692,0,0,0,0,0.10628692,0,0,0,0.10628692,0.10628692,0,0,0,0,0,0,0.304288768,0.322317489,0,0,0,0,0,0,0,0,0,0,0.606265818,0,0.10628692,0.401241762,0,0,0,0,0,0.10628692,0,0.415080547,0,0,0.304288768,0,0
129,0.041791364,0.20611795,0.146186105,0.248124452,0,0.041791364,0.041791364,0,0.041791364,0,0,0.293666503,0.140575714,0,0.202375015,0.248163037,0.244732316,0.041791364,0.247309644,0,0.041791364,0.206645021,0.205259708,0.146057941,0.041791364,0.041791364,0.296367189,0.283803211,0,0,0,0.2451657,0.145515422,0.041791364,0.146186105,0.584473078,0.041791364,0.041791364,0.041791364,0,0,0,0,0.206645021,0.041791364,0,0.140575714,0.24611664,0.041791364,0.146186105,0.041791364,0.140575714,0.041791364,0.247309644,0,0.247309644,0.041791364,0.041791364,0.146617636,0.041791364,0.041791364,0.140575714,0.041791364,0.041791364,0,0,0,0.563955096,0.041791364,0.041791364,0,0,0.556536772,0.041791364,0,0,0,0,0,0.243753035,0.206645021,0,0,0.041791364,0.041791364,0.145515422,0.249625272,0.041791364,0.041791364,0,0.041791364,0,0.146656229,0.3187086,0,0.041791364,0.387524012,0.041791364,0.140575714,0,0.202375015,0.29662524,0.247004644,0.202375015,0.206571628,0.206287547,0.202375015,0,0.041791364,0.319558613,0.246408559,0.284470722,0,0,0.249927382,0.041791364,0.318861764,0.205259708,0.041791364,0.041791364,0.041791364,0.387235013,0.041791364,0.296367189,0.041791364,0,0,0.249177828,0,0,0.206620218,0.206424226,0.246791192,0.041791364,0.383411867,0,0,0.041791364,0,0,0,0,0.28138421,0.389483599,0.316814124,0.041791364,0.586592579,0.041791364,0.346165186,0.2492115,0,0.206424226,0.202375015,0,0.245408387,0,0.041791364,0.140575714,0.041791364,0.247980464,0.041791364,0.45756584,0.140575714,0.241594573,0.206287547,0.246553113,0.144886264,0,0.041791364,0.041791364,0.146656229,0.293666503,0.295982723,0.041791364,0.041791364,0.041791364,0.041791364,0,0.041791364,0.284470722,0,0.041791364,0.247247313,0.041791364,0,0.041791364,0.146186105,0.041791364,0.041791364,0.206645021,0.205259708,0.041791364,0.387725054,0,0,0.041791364,0.041791364,0.396013901,0.206645021,0.243753035
130,0,0,0,0.201410566,0.620483993,0,0,0,0.201410566,0,0.277591172,0,0,0.381678562,0.30920898,0,0,0,0,0,0.201410566,0,0.277591172,0,0,0,0,0,0.52552127,0,0.586106328,0.22423125,0,0,0,0,0,0,0,0,0,0.429952383,0,0.22423125,0,0,0,0,0.201410566,0,0.435953959,0.376381174,0,0.277591172,0,0,0,0,0,0,0.201410566,0.201410566,0,0,0,0.515783162,0,0,0,0.277591172,0,0.201410566,0.22423125,0,0.601308717,0,0.323391213,0,0,0,0,0.277591172,0,0,0,0,0,0.429952383,0,0.523733381,0.385389585,0,0,0,0.233028374,0,0,0,0,0,0,0.233028374,0,0.429952383,0.201410566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201410566,0,0,0.233028374,0.277591172,0.201410566,0,0.277591172,0,0.277591172,0,0,0,0,0,0.233028374,0,0.22423125,0,0,0.201410566,0.22423125,0.323391213,0,0,0.201410566,0,0,0,0,0,0,0,0,0,0,0,0.277591172,0.233028374,0,0,0,0,0.317477824,0.534699045,0,0,0,0,0,0,0,0.22423125,0,0,0,0,0,0,0,0,0,0,0,0,0.277591172,0,0,0,0,0,0,0,0.277591172,0,0.201410566,0,0,0,0,0
131,0.15486342,0,0,0,0,0.366918008,0,0.15486342,0.343355276,0,0,0,0.321492718,0.15486342,0,0.542689979,0.15486342,0,0,0,0,0.15486342,0,0,0.39069593,0,0,0,0.306986948,0.586343036,0,0,0.15486342,0.15486342,0,0,0.437212587,0,0.321492718,0,0,0.15486342,0.437212587,0,0,0,0,0,0,0,0,0,0.398260597,0,0,0,0.15486342,0.354654523,0,0.54771506,0,0.15486342,0.356847651,0,0,0,0,0,0.606496959,0.15486342,0,0.15486342,0.15486342,0,0,0.470724157,0.15486342,0.437212587,0,0.321492718,0,0,0.366918008,0.356847651,0.398260597,0,0,0,0.393293847,0,0,0,0,0.15486342,0,0,0,0,0.63509791,0,0,0,0,0,0,0,0,0,0.306986948,0.39069593,0.306986948,0.39069593,0.15486342,0,0.306986948,0.15486342,0.15486342,0,0,0,0.343836683,0,0.15486342,0,0.306986948,0.15486342,0,0,0,0,0.700818545,0,0,0,0,0,0,0,0.33610287,0.15486342,0,0,0.15486342,0,0,0,0,0,0,0.466679998,0.15486342,0,0,0,0.444520588,0.366918008,0,0.395345632,0,0.341620678,0,0,0,0,0.492257149,0,0.463829198,0.511829142,0.557902154,0,0.366918008,0.15486342,0,0,0,0,0.15486342,0.15486342,0,0,0,0,0.306986948,0,0,0,0.15486342,0,0.15486342,0,0.306986948,0,0.15486342,0,0.39069593,0,0.306986948,0,0.306986948,0
132,0,0,0,0,0,0,0,0,0.532113242,0.304048206,0.304048206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304048206,0.304048206,0.790196296,0,0,0,0,0,0,0.304048206,0,0,0.532113242,0,0,0,0.532113242,0,0.304048206,0,0,0,0,0,0,0,0.304048206,0,0.304048206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532113242,0,0,0.304048206,0.532113242,0.304048206,0,0.304048206,0.532113242,0.304048206,0.304048206,0,0,0,0,0,0,0,0,0,0,0,0.304048206,0,0,0,0.612853827,0,0,0,0,0,0,0,0,0.304048206,0,0.532113242,0,0,0,0,0,0,0,0,0.304048206,0,0.304048206,0,0,0.304048206,0,0.304048206,0.304048206,0,0,0,0,0,0,0,0,0,0,0,0,0.304048206,0,0,0,0,0.304048206,0.304048206,0,0,0,0,0,0,0,0,0.532113242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304048206,0,0,0,0,0,0,0,0.304048206,0.304048206,0,0,0,0,0,0,0,0.304048206,0.304048206,0.304048206,0,0.304048206,0
133,0.308686206,0,0,0,0,0,0,0,0.531279475,0,0,0.308686206,0,0,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0,0,0.308686206,0.308686206,0.78895814,0,0,0,0,0,0,0,0,0,0.531279475,0,0,0,0.531279475,0,0.308686206,0,0,0,0,0.308686206,0.308686206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0,0,0.308686206,0.531279475,0,0,0.308686206,0.531279475,0,0,0,0.531279475,0.308686206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0.61444695,0,0,0,0,0,0,0,0,0,0,0.61444695,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0,0,0,0.308686206,0,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0,0.531279475,0,0,0,0,0,0,0,0,0,0,0.308686206,0,0,0,0,0.308686206,0,0,0.308686206,0,0,0,0,0,0,0.308686206,0.308686206,0,0,0.308686206,0.308686206,0.308686206,0,0.308686206,0,0,0,0.308686206,0,0.308686206,0,0,0
134,0.070434542,0.224632413,0,0,0,0,0.066546979,0.066546979,0.066546979,0.096899562,0,0.300282466,0.070434542,0.093424555,0.096899562,0.066546979,0,0,0,0.095192601,0,0.066546979,0,0.096071352,0.234282354,0.070434542,0.070434542,0.070434542,0.066546979,0.070434542,0.520562899,0,0,0,0.096899562,0.070434542,0,0.066546979,0.066546979,0,0.066546979,0.095192601,0,0,0.224632413,0,0.307193198,0,0.259302463,0.066546979,0.308432462,0.096095271,0.250636767,0.066546979,0,0.417049533,0,0.096899562,0,0,0,0.224632413,0.066546979,0,0,0.307567976,0,0.066546979,0,0,0,0.241640825,0,0,0.066546979,0.066546979,0,0.066546979,0.070434542,0.344128161,0,0.23353548,0.241640825,0.066546979,0.066546979,0.096095271,0,0,0.066546979,0,0,0.300282466,0.066546979,0,0.066546979,0.602267735,0.070434542,0.066546979,0.096820515,0.300282466,0.250636767,0,0.070434542,0,0,0,0.070434542,0,0.096899562,0.260345566,0,0.066546979,0.344128161,0,0.066546979,0,0,0,0.070434542,0,0.259057894,0.070434542,0,0.096707498,0.250636767,0,0.066546979,0,0.070434542,0,0.070434542,0.096095271,0.066546979,0.070434542,0.251696868,0,0,0,0.066546979,0.066546979,0,0,0.224632413,0,0,0.096095271,0.096899562,0,0.070434542,0.066546979,0,0,0.224632413,0,0,0,0,0.241640825,0,0.558292295,0,0,0,0.344128161,0.066546979,0.066546979,0.244641056,0.066546979,0.243842851,0.070434542,0,0,0.066546979,0.066546979,0,0.096899562,0,0,0.244125206,0,0,0,0.070434542,0.224632413,0.224632413,0,0.340964109,0.235416112,0.066546979,0.224632413,0.070434542,0,0,0.070434542,0.066546979,0,0.096899562,0,0.09639039,0.070434542
135,0.360629076,0,0,0,0,0,0.142775731,0.142775731,0.142775731,0.142775731,0,0.360629076,0,0.142775731,0.142775731,0.142775731,0,0,0,0.142775731,0,0.142775731,0,0.142775731,0.387863687,0,0,0,0.383380119,0.360629076,0.921716746,0,0,0,0.142775731,0,0,0.142775731,0.142775731,0,0.142775731,0.142775731,0,0,0,0,0.387863687,0,0.142775731,0.142775731,0,0.387863687,0.387863687,0.142775731,0,0,0,0.142775731,0,0,0,0,0.142775731,0,0,0.142775731,0,0.142775731,0,0.360629076,0,0,0,0.360629076,0.142775731,0.142775731,0,0.387863687,0,0,0,0.142775731,0,0.385977095,0.142775731,0.142775731,0,0,0.142775731,0,0,0,0.142775731,0,0.142775731,0,0,0.142775731,0.383380119,0,0.387863687,0,0,0,0,0,0,0,0.142775731,0.142775731,0,0.387863687,0,0,0.142775731,0,0,0,0,0,0.142775731,0,0.360629076,0.142775731,0.142775731,0,0.142775731,0,0,0,0,0.142775731,0.142775731,0,0,0,0.360629076,0,0.142775731,0.142775731,0,0.360629076,0,0,0,0.142775731,0.142775731,0,0,0.142775731,0,0,0,0.360629076,0,0,0,0,0,0.142775731,0,0,0,0,0.142775731,0.142775731,0.142775731,0.387863687,0.142775731,0,0,0,0.386573936,0.142775731,0,0.387863687,0,0,0.142775731,0,0,0,0.360629076,0.360629076,0,0,0.385977095,0.360629076,0.385977095,0,0.360629076,0,0,0,0.387863687,0,0.386573936,0,0.142775731,0
136,0,0,0.034311809,0,0,0,0.10111194,0.10111194,0.10111194,0.106775113,0.034311809,0,0,0.106775113,0.106775113,0.10111194,0,0,0.034311809,0.106775113,0,0.10111194,0,0.10111194,0.106775113,0,0,0,0.10111194,0,0.652747973,0,0,0,0.106687138,0.034311809,0.034311809,0.10111194,0.10111194,0,0.10111194,0.10111194,0,0,0,0,0.10111194,0,0.105873998,0.10111194,0,0.10111194,0.106775113,0.106703166,0.034311809,0.034311809,0.034311809,0.106356203,0.034311809,0,0,0.034311809,0.10111194,0.034311809,0,0.10111194,0,0.10111194,0,0.034311809,0,0,0,0.034311809,0.106775113,0.106343136,0,0.10111194,0.034311809,0,0,0.10111194,0,0.10111194,0.106775113,0.10111194,0,0,0.104734117,0,0,0,0.10111194,0.034311809,0.10111194,0.034311809,0.034311809,0.10111194,0.10111194,0,0.105767362,0,0,0,0,0.595276367,0,0,0.106356203,0.106356203,0,0.10111194,0,0.034311809,0.106687138,0.034311809,0,0,0,0.034311809,0.10111194,0.034311809,0.034311809,0.106498412,0.10111194,0.034311809,0.10111194,0.034311809,0,0,0,0.10111194,0.106775113,0.034311809,0,0,0,0.034311809,0.468296104,0.755648334,0.034311809,0,0,0,0,0.10111194,0.106356203,0,0,0.10111194,0,0.034311809,0,0,0.034311809,0,0,0,0,0.10111194,0,0,0,0,0.106498412,0.106775113,0.10111194,0.10111194,0.106356203,0,0,0,0.103908149,0.103553586,0.45747097,0.10522136,0.457539623,0,0.106775113,0,0,0,0.457250224,0,0.034311809,0.034311809,0.106775113,0.034311809,0.105666256,0,0.034311809,0.034311809,0.034311809,0.034311809,0.10111194,0.034311809,0.104734117,0,0.10111194,0
137,0,0,0,0,0,0,0,0.287559899,0.242775175,0,0,0.293487455,0.242775175,0.176442788,0,0,0,0,0,0.176442788,0,0.176442788,0,0,0.360524845,0,0,0.234526819,0.242775175,0,0,0,0,0,0,0,0,0,0,0.227065273,0.242775175,0,0,0.242775175,0.242775175,0,0,0.251996053,0,0,0,0,0.227065273,0,0,0.192985538,0,0.242775175,0.176442788,0.192985538,0,0,0.176442788,0,0,0,0,0,0,0.343335945,0,0.303720672,0,0,0.242775175,0,0.300119715,0.234526819,0.31013417,0.360524845,0,0,0.340435044,0,0,0,0.242775175,0,0.242775175,0,0,0.306260449,0.303720672,0,0,0.176442788,0,0,0,0.242775175,0.242775175,0.192985538,0,0.242775175,0.251996053,0,0.192985538,0,0.414789241,0.192985538,0,0.31013417,0,0,0.176442788,0.343335945,0,0,0,0,0,0.307626507,0,0,0,0.401385378,0,0,0.242775175,0.306260449,0,0,0,0,0,0,0,0,0.192985538,0,0,0,0,0,0,0.176442788,0,0,0.251996053,0,0,0.176442788,0,0,0,0.242775175,0.343335945,0,0,0.385555851,0,0.251996053,0.435865422,0.383621293,0.227065273,0.176442788,0,0.176442788,0,0,0,0.390813572,0.176442788,0.227065273,0,0,0.176442788,0,0,0,0,0,0.349916842,0.234526819,0,0,0.422934864,0,0.227065273,0,0,0,0.242775175,0,0,0,0.227065273,0.295642644,0,0.192985538
