ddd,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
102,0,0,0,0,0,0,0,0,0,0,0.504621695,0.386983623,0,0,0,0,0,0,0,0,0,0,0.303651235,0,0,0,0.47031601,0,0,0,0.386983623,0.421569688,0,0,0,0,0.403037197,0,0,0.443488973,0,0.403037197,0,0,0,0,0.386983623,0,0,0,0.386983623,0,0,0.303651235,0,0,0,0,0,0,0,0,0,0,0,0.386983623,0.421569688,0,0,0.303651235,0,0,0,0,0,0.421569688,0,0,0,0,0,0.303651235,0,0,0,0,0,0,0,0,0,0.386983623,0,0,0,0,0,0,0,0.588590514,0,0,0,0,0,0,0,0,0,0,0,0,0.421569688,0,0,0,0,0,0.403037197,0,0,0,0,0.303651235,0,0,0.303651235,0,0.303651235,0.403037197,0,0.443488973,0,0,0,0,0,0,0,0.47031601,0,0,0.47031601,0,0,0.443488973,0,0,0,0,0,0,0,0,0.443488973,0,0.303651235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403037197,0,0,0,0,0,0,0,0,0,0,0,0,0.303651235,0,0,0,0,0,0.47031601,0,0.303651235,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0.348822684,0,0,0,0.348822684,0,0.348822684,0,0,0.348822684,0,0.348822684,0,0,0,0,0,0,0,0,0,0.455484594,0.348822684,0.651651131,0,0,0.348822684,0.455484594,0.455484594,0,0,0,0,0,0,0,0.496192828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348822684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496192828,0,0,0,0,0,0,0,0,0,0,0.573710276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496192828,0,0,0,0,0,0,0,0,0,0,0,0.573710276,0,0.348822684,0.348822684,0,0.348822684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455484594,0,0,0,0,0,0,0.496192828,0,0,0.496192828,0,0,0,0,0,0,0,0,0,0,0,0.455484594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348822684,0,0,0.348822684,0,0,0,0,0,0,0,0,0,0.348822684,0,0,0,0,0
104,0,0,0,0.436864532,0,0.231357559,0,0.186192662,0.186192662,0,0.344145617,0.572234906,0.137326663,0,0,0,0,0.24550735,0.186192662,0,0,0.137326663,0.344145617,0,0.186192662,0,0,0,0.625552476,0,0.137326663,0,0,0.137326663,0.24550735,0,0,0,0,0,0.24550735,0.533036505,0.279312057,0.461684926,0,0,0.601764485,0.395199838,0.270909705,0.279312057,0.137326663,0.186192662,0.332874077,0.409067462,0.137326663,0,0,0,0.137326663,0,0,0.137326663,0.186192662,0,0,0.229426691,0,0.186192662,0.137326663,0.344145617,0.418379641,0.456338867,0.335150426,0,0,0,0,0.186192662,0.229700364,0.137326663,0.137326663,0.370533154,0,0,0,0,0.395199838,0.137326663,0.24550735,0.137326663,0.137326663,0,0,0.24550735,0.272564161,0,0.279786286,0,0.24550735,0,0.137326663,0,0,0.137326663,0,0,0,0,0.43498255,0,0,0.395199838,0,0,0.186192662,0,0,0.186192662,0,0,0.186192662,0,0.186192662,0.344145617,0.186192662,0.137326663,0.344145617,0,0.391284951,0.24550735,0.137326663,0,0.186192662,0.24550735,0.24550735,0,0,0.308125894,0,0,0.186192662,0,0,0.137326663,0,0,0,0.186192662,0.186192662,0.186192662,0.436864532,0,0,0.281304944,0.186192662,0,0.344145617,0.281304944,0.137326663,0.24550735,0,0,0,0.186192662,0.305531929,0,0.24550735,0.617235051,0.137326663,0.231357559,0,0,0,0,0,0.395199838,0.24550735,0,0,0.186192662,0.24550735,0,0,0,0.437319122,0.186192662,0,0,0.186192662,0.24550735,0,0,0.389257726,0,0,0,0,0,0,0
105,0.150685005,0,0,0.150685005,0,0,0.150685005,0.150685005,0.150685005,0,0.150685005,0,0,0,0,0,0,0,0,0,0.150685005,0,0.150685005,0,0,0.150685005,0,0,0,0,0,0,0,0,0,0.150685005,0,0,0.150685005,0,0,0.150685005,0,0.150685005,0.390771048,0,0.716627418,0,0,0,0,0,0.404514546,0,0.150685005,0,0,0.150685005,0,0,0.150685005,0,0,0,0,0,0,0,0,0,0,0,0.150685005,0,0,0,0,0,0,0.150685005,0.150685005,0,0,0,0,0,0.150685005,0,0.390771048,0,0,0,0,0.150685005,0,0.150685005,0.390771048,0,0,0,0,0.390771048,0,0,0.150685005,0,0,0,0,0.390771048,0,0,0,0,0,0,0.567141562,0,0,0,0,0,0.150685005,0,0.150685005,0,0,0,0.150685005,0,0.150685005,0,0.150685005,0,0,0,0,0,0.390771048,0,0,0,0,0.404514546,0.150685005,0,0,0,0.404514546,0,0,0,0.547820368,0,0,0.150685005,0,0,0,0,0,0,0,0,0,0,0,0.150685005,0,0,0,0,0.57731318,0.431668841,0,0.150685005,0,0,0.430365548,0,0,0.150685005,0,0,0,0,0.150685005,0.431668841,0.150685005,0,0,0,0,0,0,0,0.150685005,0.390771048,0,0
106,0.379163793,0,0,0,0,0,0,0,0,0,0,0.379163793,0,0.630406833,0,0,0,0,0,0,0,0,0,0,0.379163793,0,0,0,0.379163793,0.379163793,0,0,0.630406833,0,0,0,0,0,0,0,0,0.917693186,0,0,0,0,0.379163793,0,0,0,0,0.776264919,0.379163793,0,0,0,0,0,0,0.630406833,0,0,0,0,0,0,0,0,0,0.379163793,0,0,0,0.379163793,0,0,0,0.379163793,0,0,0,0,0,0.379163793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379163793,0.67736404,0.379163793,0,0,0,0,0,0.630406833,0,0,0,0,0.379163793,0,0.67736404,0,0,0,0,0,0,0,0,0.379163793,0,0,0,0,0.630406833,0,0,0,0,0,0,0,0,0.379163793,0,0,0,0.630406833,0.379163793,0,0,0,0,0,0,0.630406833,0,0,0,0,0.379163793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379163793,0.630406833,0,0,0,0.379163793,0,0,0.379163793,0,0,0,0,0,0,0.379163793,0.379163793,0,0,0.379163793,0.379163793,0.379163793,0,0.379163793,0,0,0,0.379163793,0,0.379163793,0,0,0
107,0.1759436,0.235131708,0,0,0,0,0,0,0,0.173028509,0.173028509,0.443326367,0.235131708,0.314317636,0,0,0,0,0.252935092,0,0,0,0,0,0.293671705,0,0.259672126,0.252935092,0.69810752,0.340854713,0,0,0,0.252935092,0,0.259672126,0,0.173028509,0,0,0,0,0,0,0.235131708,0,0.39580533,0,0.252935092,0,0.297150442,0.36021067,0.1759436,0,0.173028509,0,0.173028509,0,0,0,0,0.235131708,0,0,0.292528056,0,0,0,0,0.1759436,0,0,0,0.1759436,0,0.207040054,0,0.398807622,0,0.173028509,0,0.291934557,0,0.246769154,0.35628813,0,0,0,0,0,0,0.235131708,0,0,0.345344873,0,0.173028509,0,0.308110874,0.30951223,0.246769154,0.350309197,0,0,0,0,0,0,0,0.173028509,0,0.1759436,0.292528056,0,0,0,0,0,0,0,0.173028509,0,0.350859474,0.259672126,0,0.173028509,0,0.575284909,0.337910147,0.449686874,0,0.235131708,0,0,0.259672126,0,0.339357285,0,0.252935092,0,0,0.246769154,0.235131708,0,0.252935092,0,0.304400015,0.173028509,0.314317636,0.314317636,0.292528056,0,0.235131708,0.1759436,0,0,0,0,0,0,0,0,0,0,0,0,0.235131708,0.1759436,0.235131708,0,0,0.259672126,0.389495644,0,0,0.1759436,0,0.173028509,0.235131708,0,0,0,0.1759436,0.435811767,0.235131708,0.173028509,0.337945235,0.291543727,0.1759436,0.235131708,0.1759436,0,0,0,0.398807622,0.306455585,0.244693703,0.404116234,0.173028509,0
108,0.484485623,0,0,0,0,0,0,0.218957261,0,0,0,0.444737861,0.484485623,0,0,0,0.218957261,0,0.218957261,0,0,0,0,0,0,0,0,0,0,0,0.444737861,0,0.218957261,0,0.218957261,0,0,0,0,0.218957261,0,0,0,0,0,0,0.687208204,0,0,0.218957261,0.444737861,0,0,0,0,0,0,0,0,0,0,0,0.218957261,0,0,0.444737861,0,0.218957261,0,0,0,0.218957261,0,0,0.882384623,0,0,0,0.218957261,0,0,0,0,0,0,0,0,0,0,0,0,0.492598695,0,0,0,0.218957261,0,0,0,0.671012652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218957261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509676188,0,0,0,0,0.218957261,0,0,0,0,0,0,0,0,0.218957261,0,0,0,0,0,0,0,0.218957261,0.218957261,0,0,0,0,0,0,0,0.218957261,0,0,0,0.218957261,0,0,0,0,0,0,0,0,0,0.218957261,0,0.218957261,0,0
109,0,0,0,0,0.72306981,0,0,0,0,0,0,0,0,0.333014955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721818394,0,0.870450363,0.333014955,0,0,0,0,0,0,0,0,0,0,0,0.333014955,0,0,0,0,0,0,0.647452968,0.333014955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723293199,0,0,0,0,0,0,0.333014955,0,0.685496677,0,0.480281452,0,0,0,0,0,0,0,0,0,0,0,0,0.547196521,0,0,0,0,0.346079923,0,0,0,0,0,0,0.346079923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346079923,0,0,0,0,0,0,0,0,0,0,0,0.346079923,0,0.333014955,0,0,0,0.333014955,0.480281452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346079923,0,0,0,0,0.471499239,0.476269373,0,0,0,0,0,0,0,0.333014955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0.351987723,0.225827309,0.117563161,0.117563161,0,0,0.197358095,0.229720079,0.222748151,0,0,0,0.371101676,0,0.344794738,0,0,0,0,0,0.117563161,0.117563161,0.117563161,0,0.228384809,0.197358095,0,0,0.117563161,0,0.46226625,0,0,0,0,0,0,0,0,0.291143908,0.117563161,0.336514103,0,0.117563161,0,0,0.351987723,0.291143908,0,0.117563161,0,0,0.291143908,0.331971533,0.266936099,0,0,0.190432602,0.190432602,0,0.117563161,0.298388825,0.197358095,0,0,0.291143908,0.336514103,0,0,0,0,0.117563161,0.434115808,0,0.351987723,0,0.291143908,0,0,0.321881604,0,0,0.190432602,0,0.190432602,0,0.117563161,0,0.603853092,0,0,0,0,0.190432602,0,0.2180668,0,0.117563161,0,0,0.190432602,0,0,0.117563161,0.197358095,0,0,0,0.291143908,0,0,0,0,0.117563161,0,0.34833971,0,0,0,0,0.197358095,0,0.190432602,0.266936099,0.291143908,0,0.197358095,0,0,0,0.354512588,0,0.292827561,0,0.117563161,0,0,0,0,0,0.46226625,0.117563161,0,0,0.117563161,0.197358095,0,0.190432602,0,0,0.190432602,0.197358095,0,0,0.229720079,0.266936099,0,0,0,0,0,0,0,0,0.222090868,0,0,0.336514103,0,0,0,0,0,0.300711129,0,0,0.190432602,0,0,0.117563161,0,0,0.190432602,0,0,0,0,0,0.197358095,0,0.197358095,0.190432602,0.197358095,0,0,0,0.300711129,0.266936099,0.35372613,0
111,0.100608288,0.271975698,0,0.173864837,0,0,0.183356949,0.183356949,0,0,0,0,0,0.278586587,0.486925187,0,0,0,0,0,0.173864837,0,0,0.100608288,0.208042633,0.183356949,0,0,0.523810401,0,0,0,0.100608288,0,0.173864837,0,0,0,0,0.100608288,0,0.5042523,0,0.100608288,0,0.429471764,0,0,0.199413078,0,0.100608288,0.27923673,0.100608288,0.183356949,0,0,0.100608288,0,0.200875606,0,0,0.183356949,0.183356949,0.173864837,0,0.100608288,0,0.173864837,0.200875606,0,0,0.173864837,0.183356949,0.100608288,0.429471764,0,0,0,0.100608288,0.173864837,0.100608288,0.100608288,0,0,0.199413078,0,0,0,0,0,0,0,0,0.199413078,0.200875606,0.100608288,0.173864837,0,0,0.173864837,0,0.100608288,0,0,0.183356949,0,0,0,0,0.100608288,0,0,0,0,0,0,0.173864837,0,0,0.100608288,0.183356949,0.173864837,0,0.100608288,0,0,0.183356949,0.200875606,0,0,0,0.100608288,0.206914918,0.173864837,0,0,0,0,0.100608288,0,0,0.100608288,0,0,0,0.250583006,0.100608288,0,0,0,0.100608288,0.2091454,0,0,0.183356949,0,0.173864837,0,0,0,0,0.173864837,0,0,0.100608288,0.100608288,0,0,0,0,0.100608288,0.100608288,0,0.100608288,0,0,0,0,0.100608288,0,0,0,0,0.100608288,0.173864837,0,0,0.100608288,0.208825802,0.100608288,0.183356949,0,0.207687738,0,0.429471764,0,0.100608288,0.100608288,0.100608288,0
112,0.159924348,0.416167307,0.1339351,0.133456012,0,0.159924348,0.051346068,0.1339351,0.133882879,0,0,0.051346068,0.198411225,0.32754188,0.596657548,0.051346068,0.051346068,0,0.162352534,0.162352534,0.133456012,0.133456012,0.183371563,0.386424047,0.123702031,0.159924348,0,0.12541949,0.498837703,0,0,0.350733134,0,0.167358296,0.159924348,0,0.051346068,0,0.162352534,0.051346068,0.123702031,0.404389131,0.169677478,0.233510979,0.051346068,0.159924348,0.489605044,0.162352534,0.051346068,0.1332428,0.159924348,0,0.051346068,0.13552294,0.051346068,0,0,0,0.162352534,0.162352534,0.123702031,0.132296702,0.051346068,0.162352534,0,0,0.12541949,0.162352534,0.162352534,0,0.051346068,0.207108655,0.167964925,0.051346068,0.159924348,0.051346068,0.32754188,0,0.051346068,0.051346068,0.159924348,0.227890638,0,0,0.162352534,0.12541949,0.236478116,0,0.051346068,0.12541949,0.162352534,0.159924348,0.159924348,0.17027849,0,0.133622694,0.159924348,0.234635794,0.227890638,0.162352534,0.537536486,0,0,0.132353747,0.051346068,0,0.26019549,0.12541949,0,0.203238396,0.134577196,0.13552294,0,0.200309078,0,0.123702031,0.134834554,0.201989343,0.162352534,0,0.134834554,0,0.162352534,0,0.051346068,0,0,0.051346068,0,0,0.486339753,0.632550472,0.209955143,0.406924091,0.131438141,0,0.486404697,0,0,0.162352534,0,0.208601075,0,0.12541949,0.208084149,0,0,0.051346068,0.514715701,0.051346068,0.162352534,0.370367688,0,0.32754188,0.287607291,0,0.255945624,0.162352534,0.12541949,0.159924348,0,0,0.167964925,0.380779674,0.133456012,0,0.12541949,0,0,0.051346068,0,0,0.051346068,0.051346068,0,0.32754188,0,0,0.051346068,0.181915757,0,0,0,0,0,0.159924348,0,0,0.051346068,0,0.135400556,0.133034839,0,0,0,0,0,0,0.162352534,0
113,0,0.456014393,0,0,0.23782326,0,0.158564743,0.184729657,0.158348752,0.077352779,0,0,0,0.627525184,0,0,0.184729657,0,0.184729657,0,0,0,0,0,0,0,0.077352779,0,0.23782326,0,0,0.544259018,0.392958675,0,0.243449838,0,0.138417215,0.338094694,0.077352779,0.241192404,0.077352779,0,0,0.23782326,0.077352779,0,0.38324934,0.077352779,0.157709681,0.200271062,0,0.440666108,0.158474041,0.077352779,0.077352779,0.48068744,0.077352779,0.077352779,0,0.338094694,0.456014393,0.158564743,0.200271062,0.158564743,0,0.23782326,0.489548747,0.184729657,0.077352779,0.156953983,0,0.184729657,0.283829769,0,0.184729657,0.077352779,0.23782326,0.077352779,0.200271062,0.158564743,0,0,0,0.077352779,0,0,0,0,0.15831812,0,0,0.184729657,0,0.077352779,0,0.184729657,0,0.138417215,0,0.338094694,0,0,0.138417215,0,0,0,0,0,0,0.077352779,0,0,0,0,0,0,0.138417215,0.338094694,0,0,0.338094694,0.157709681,0,0.415153287,0.157442274,0,0.157442274,0,0.077352779,0,0,0.138417215,0.138417215,0.157709681,0,0,0.23782326,0,0.138417215,0,0.285836808,0.23782326,0,0,0,0.346830614,0,0,0.138417215,0,0.077352779,0,0,0,0,0.184729657,0.338094694,0,0,0.077352779,0.077352779,0,0.23782326,0.23782326,0.236955714,0.456014393,0,0,0,0.077352779,0.158564743,0.23782326,0.199545073,0.23887264,0,0,0.077352779,0.158564743,0.077352779,0,0,0.200271062,0,0.456014393,0,0.241516039,0.158564743,0.077352779,0.077352779,0,0,0,0.158564743,0,0,0.184729657,0.346536096,0.242219735,0.47655897,0.462528463
114,0.212324162,0.158081339,0.024710894,0.024710894,0.108441337,0.172890789,0.024710894,0,0.024710894,0,0.160005766,0.108441337,0,0.134156304,0.060652713,0.024710894,0,0.024710894,0.024710894,0,0.024710894,0.024710894,0.024710894,0.161902666,0.191679507,0.024710894,0.120006083,0.110658447,0.108441337,0.119662703,0.119662703,0.060652713,0.024710894,0.346322481,0.065162737,0.111221185,0.240470904,0.19099515,0.19838622,0.173642618,0.108441337,0.119662703,0.124250856,0.024710894,0.158507191,0,0.131495787,0.024710894,0.134459842,0.065344836,0.166764346,0.133993736,0.024710894,0.130750247,0.060652713,0.065493357,0.024710894,0.065493357,0.065293665,0.213349067,0.024710894,0.157232454,0.065493357,0.024710894,0,0,0,0.117653395,0.163368646,0.065162737,0,0.164923373,0.169779323,0.024710894,0,0.164804963,0,0.167813837,0.209747659,0.239481686,0.024710894,0.168525357,0,0.165922195,0.110658447,0.024710894,0.024710894,0.16613569,0.160837354,0.203148704,0.126491847,0,0.024710894,0.024710894,0.202071093,0.024710894,0.118224755,0.024710894,0.157222019,0.691932107,0.060652713,0.024710894,0.024710894,0,0.166366559,0.024710894,0,0,0.065422972,0.024710894,0.060652713,0.346847428,0.060652713,0.108441337,0.120006083,0.024710894,0,0.227359481,0.024710894,0.065265678,0.190439165,0.060652713,0.166764346,0.19099515,0.024710894,0,0.060652713,0.024710894,0,0,0.177075809,0.111221185,0.109784103,0.024710894,0.024710894,0,0.117653395,0.024710894,0,0.060652713,0,0,0.157232454,0.024710894,0.131495787,0.199528841,0.385311072,0.024710894,0.206077432,0.065265678,0,0.024710894,0.157232454,0,0.065493357,0.160005766,0.19099515,0,0.024710894,0.125380447,0.024710894,0,0,0.124250856,0.18543852,0.119691888,0.158507191,0.108441337,0.15916241,0.024710894,0.024710894,0,0.134173463,0.175392096,0.024710894,0.024710894,0.166764346,0,0.159063391,0.111078506,0.117653395,0.024710894,0.17501218,0.15916241,0.157232454,0.126178209,0.191306385,0.15899011,0.120846905,0.197926739,0.024710894,0.024710894,0.065490598,0.117653395,0.176906178,0.240470904,0.256675052,0.289074301,0.122056969,0.119662703
115,0.242792552,0.237895144,0.048428335,0.048428335,0,0.199722565,0.048428335,0,0.048428335,0,0,0,0.501309657,0.554882654,0,0.048428335,0,0.048428335,0.048428335,0.282463947,0.048428335,0.048428335,0.048428335,0.146302508,0.3150314,0.199240803,0.28623195,0.285708711,0,0,0,0,0.146175723,0.196731308,0.199240803,0.048428335,0.048428335,0.048428335,0.048428335,0.138054772,0,0.138054772,0,0.239118504,0.048428335,0.193762224,0,0.048428335,0.146302508,0.048428335,0.443522467,0.138054772,0.146302508,0.048428335,0,0.286369989,0.318104237,0.048428335,0.144077601,0.048428335,0.048428335,0.46642238,0.048428335,0.048428335,0.537434312,0.396008933,0,0,0.146302508,0.048428335,0,0.193762224,0.199722565,0.145700142,0.193762224,0,0,0,0.515711184,0,0.553784671,0.237913681,0,0.048428335,0.146175723,0.048428335,0.199722565,0.048428335,0.514583354,0,0.048428335,0.193762224,0.199419192,0.145681393,0.138054772,0.145700142,0.195358315,0.199240803,0.468824251,0,0,0.453266555,0.048428335,0.282463947,0.048428335,0.048428335,0.193762224,0,0.048428335,0.242792552,0,0.048428335,0,0,0.048428335,0.048428335,0,0.048428335,0.048428335,0.453266555,0.048428335,0,0.286585389,0.316000615,0.048428335,0.429005997,0,0.14485694,0,0,0.048428335,0.145901937,0.142765786,0.048428335,0.373623452,0,0,0.048428335,0.138054772,0.607142093,0,0.237913681,0,0.048428335,0.193762224,0.048428335,0.146302508,0.048428335,0.199722565,0.048428335,0.138054772,0.146302508,0,0.371165671,0.199419192,0,0.199722565,0.371165671,0.048428335,0.196731308,0.048428335,0,0.193762224,0,0.145700142,0.14485694,0.048428335,0,0.048428335,0.048428335,0.146302508,0.138054772,0.048428335,0.145508738,0.048428335,0.048428335,0.048428335,0,0.144077601,0.286585389,0,0.048428335,0.048428335,0.314962883,0.659292272,0.198542812,0.048428335,0.14338383,0.14601972,0.146302508,0.048428335,0.048428335,0.144937457,0,0.50061977,0.048428335,0.146302508,0.146302508,0.146302508,0
116,0.757612923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201614277,0,0,0,0,0,0.432463472,0,0,0,0.201614277,0,0,0,0,0,0,0,0.201614277,0,0,0.272223017,0,0,0,0.272223017,0.432463472,0,0,0.330109561,0.201614277,0,0,0,0,0.201614277,0,0.272223017,0.201614277,0,0,0,0,0.587044024,0,0,0.201614277,0,0,0,0.337106032,0.201614277,0,0,0,0,0,0,0,0,0.272223017,0.396983667,0,0,0,0,0,0.337106032,0,0.396983667,0,0.432463472,0.201614277,0,0,0.517389432,0.201614277,0,0,0,0,0,0.33592204,0,0,0,0,0,0,0.201614277,0,0,0,0,0,0,0.201614277,0,0,0,0,0,0,0.272223017,0.512892028,0,0.272223017,0,0,0,0,0,0,0,0,0,0,0.432463472,0,0.201614277,0,0,0.337106032,0,0,0.201614277,0,0.337106032,0.390502604,0,0,0,0.442357637,0,0,0,0.201614277,0,0,0,0,0.272223017,0,0.396983667,0.337106032,0.337106032,0,0,0,0,0,0,0,0,0.201614277,0,0,0,0,0,0,0,0,0.272223017,0.201614277,0,0,0.432463472,0.201614277,0,0,0,0,0,0.201614277,0.201614277,0,0,0.33592204,0,0,0.337106032
117,0.347244369,0.14675326,0,0,0,0,0,0,0,0,0,0,0.420405534,0,0,0,0,0,0,0.320866069,0,0,0,0,0.367658264,0,0,0,0.408922802,0,0,0,0,0,0.43261076,0.433223875,0,0,0,0,0,0.320866069,0,0.584983159,0,0,0,0,0,0,0,0.320866069,0,0,0,0.313164377,0,0.464055404,0,0.515062894,0,0.320866069,0,0.625101227,0,0,0,0,0.375595851,0.393959761,0,0.313164377,0.320866069,0,0,0,0.14675326,0,0.345844541,0,0.320866069,0.320866069,0.408922802,0.14675326,0.14675326,0,0.586479898,0,0,0,0,0,0.345844541,0.14675326,0,0.408922802,0.14675326,0,0,0,0.14675326,0.313164377,0,0.393959761,0,0.14675326,0.313164377,0,0,0.343781448,0,0.313164377,0,0,0,0.567822289,0,0,0,0,0,0.670607752,0,0,0,0,0,0,0,0,0,0,0.320866069,0.14675326,0,0,0,0.408922802,0.313164377,0,0,0.408922802,0,0,0.408922802,0.14675326,0,0,0,0,0,0,0,0.14675326,0,0,0,0,0,0.338549684,0,0.408922802,0.313164377,0.724167033,0,0,0,0,0,0,0.320866069,0,0.347244369,0.14675326,0,0,0,0,0.14675326,0,0,0,0,0,0,0.14675326,0.313164377,0.14675326,0.347244369,0,0.578304172,0.348030592,0.347244369,0,0,0.433347177,0.375776403,0.515062894,0.347244369,0.313164377
118,0.424455232,0.156344209,0,0,0.295674689,0,0,0,0,0,0,0,0,0.331068623,0,0,0,0,0,0,0,0,0,0.156344209,0.156344209,0,0,0,0.295674689,0,0,0.295674689,0.156344209,0,0,0,0,0,0,0.156344209,0,0.156344209,0,0.332782124,0,0,0,0,0.156344209,0,0.156344209,0.334465294,0.156344209,0,0,0.66739455,0.156344209,0,0.156344209,0.534603053,0,0,0,0,0,0.332782124,0,0,0.425864497,0,0,0,0.295674689,0.156344209,0,0,0.295674689,0,0.156344209,0,0.156344209,0.156344209,0,0,0.156344209,0.396127578,0,0,0,0,0,0,0,0.156344209,0.156344209,0.156344209,0,0,0,0,0,0.156344209,0,0,0,0,0,0,0,0.156344209,0,0,0,0,0,0,0,0,0,0.156344209,0,0,0,0.683982615,0,0,0,0.156344209,0,0,0,0.156344209,0.156344209,0,0,0,0.295674689,0,0.156344209,0,0.728107824,0.334465294,0,0,0,0.396127578,0.424455232,0,0,0,0.156344209,0.156344209,0,0,0,0,0,0,0,0,0,0,0.485137232,0.494308183,0.156344209,0.156344209,0,0,0,0,0.156344209,0.331068623,0,0.156344209,0,0,0,0,0.556995454,0,0,0,0,0.156344209,0,0,0,0.555876129,0.156344209,0.156344209,0,0,0.156344209,0,0,0,0.156344209,0.156344209,0.156344209,0.396127578
119,0.132777418,0,0.027823857,0.132777418,0.369979608,0,0.345350985,0.132777418,0.132777418,0.027823857,0.135661379,0,0,0.424914068,0.324569997,0,0,0,0.027823857,0.027823857,0.132777418,0,0.132777418,0,0.027823857,0.132777418,0,0,0.369979608,0,0,0.323375194,0,0,0.027823857,0.135661379,0.027823857,0,0.132777418,0,0,0.132777418,0,0.132777418,0,0,0.369979608,0,0.027823857,0.323375194,0,0,0.027823857,0.027823857,0.13506733,0.027823857,0.027823857,0.546365304,0.027823857,0,0.132777418,0.370522505,0,0.027823857,0,0,0,0,0,0.027823857,0,0,0.132777418,0.027823857,0.027823857,0.027823857,0,0.424002121,0.027823857,0.132777418,0.393083647,0,0,0,0.530051931,0,0.132777418,0,0.027823857,0,0,0,0,0.135661379,0,0.135369241,0.027823857,0,0,0,0.027823857,0.424002121,0,0,0.132777418,0,0,0,0.027823857,0.027823857,0.369979608,0,0,0.424914068,0.370789685,0.027823857,0.132777418,0,0,0.027823857,0,0.027823857,0.135661379,0.027823857,0.132777418,0.027823857,0,0.027823857,0.132777418,0,0.132777418,0,0.135661379,0.027823857,0,0,0,0.027823857,0.027823857,0.027823857,0.027823857,0,0,0,0.132777418,0,0.027823857,0,0,0,0,0.027823857,0,0,0.027823857,0.132777418,0,0,0,0,0,0,0,0.323375194,0.027823857,0.027823857,0,0.545720373,0.370930706,0.323375194,0.323375194,0,0.133876858,0.133638535,0.027823857,0.134728676,0.027823857,0,0.13542049,0,0,0.132777418,0.027823857,0,0.027823857,0.529697854,0.13542049,0.13506733,0.13341781,0,0.027823857,0.027823857,0.027823857,0.027823857,0.323375194,0.027823857,0.135600537,0.323375194,0,0
120,0.154584395,0,0,0,0,0.135237253,0,0,0,0,0,0.135237253,0,0,0,0,0,0.135237253,0,0,0,0,0,0.245578441,0,0,0,0,0.201559086,0.135237253,0.64715385,0.245578441,0.245578441,0,0,0,0,0,0,0,0,0.373132237,0.154584395,0,0,0,0,0,0.245578441,0,0.332271407,0,0,0.245578441,0,0,0.154584395,0,0.154584395,0.154584395,0,0,0,0,0,0.135237253,0.234782645,0.258347157,0,0,0,0,0.339752352,0,0.154584395,0,0.245578441,0.154584395,0.273974803,0,0.305534462,0.198497253,0,0,0.203625765,0,0,0,0.154584395,0.135237253,0.135237253,0.323723751,0,0,0.135237253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154584395,0.371062608,0,0,0,0,0,0,0,0.154584395,0.245578441,0,0,0,0,0,0.154584395,0,0.154584395,0.135237253,0,0.245578441,0.135237253,0,0,0,0,0.154584395,0,0,0,0,0,0.258347157,0,0,0,0,0.301064094,0,0,0,0,0,0,0,0,0,0,0.154584395,0.245578441,0,0,0.258347157,0,0.333527876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273974803,0,0,0,0,0,0,0,0.258347157,0,0.303608146,0,0.154584395,0,0,0
